,symbol,price,change,eps,pe
0,LYTS,6.03,-0.12,0.34,17.735294
0,FUNC,14.4,-0.95,1.661,8.669476
0,SSB,52.95,-4.89,4.833,10.955928
0,CLF,4.18,-0.2,1.034,4.042553
0,MO,37.91,-1.34,-0.478,
0,IIIN,17.35,-0.22,0.27,64.259254
0,BBY,72.26,-4.47,5.75,12.5669565
0,PNW,74.12,-2.0875,4.77,15.538785
0,FNLC,21.2,-0.7,2.37,8.945148
0,ALK,30.11,-2.41,6.19,4.8642974
0,CVV,3.54,-0.3,-0.964,
0,SJW,59.77,0.24,0.82,72.89024
0,SBFG,16.0,1.4,1.324,12.084592
0,CYAN,2.17,-0.04,-0.206,
0,CYBE,24.29,-1.3,0.151,160.86095
0,RELV,3.08,0.38,-0.255,
0,BIG,24.02,0.57,6.16,3.899351
0,TBI,15.24,-0.29,1.61,9.465838
0,ADSK,174.9,-12.23,0.96,182.1875
0,MIDD,52.69,-2.94,6.33,8.323854
0,KOPN,0.499,-0.011,-0.368,
0,ABM,33.24,-1.25,2.12,15.679247
0,DSS,0.34,-0.0047,-0.113,
0,CRUS,70.83,-4.77,2.574,27.517485
0,MDC,28.81,-0.44,3.718,7.74879
0,HON,137.25,-4.65,8.702,15.772237
0,OSK,63.65,-3.88,7.005,9.086367
0,MNST,59.52,-2.29,2.03,29.320198
0,INDB,70.29,-2.6,4.561,15.411095
0,PEIX,0.321,-0.033,-1.904,
0,JKHY,158.5,-5.05,3.658,43.32969
0,ARKR,11.195,-0.52,1.205,9.290456
0,ITRI,68.67,-1.15,1.23,55.829266
0,EMMS,1.45,0.01,4.754,0.3050063
0,WEC,88.46,-2.09,3.58,24.709497
0,DJCO,263.25,-14.25,7.624,34.529118
0,CRY,22.17,-0.16,-0.125,
0,POR,44.61,-2.18,2.481,17.980654
0,DLHC,5.08,-0.52,0.4,12.7
0,PLXS,60.46,-2.23,3.497,17.289104
0,JJSF,123.41,-3.62,4.274,28.87459
0,NAII,6.85,-0.05,0.33,20.757574
0,JOUT,66.58,-1.78,5.395,12.341057
0,PEG,49.41,-1.3,3.33,14.837838
0,PDEX,16.1,-1.38,0.955,16.858639
0,MSFT,174.57,-4.64,6.002,29.085306
0,INT,23.5,-1.5,2.773,8.474576
0,MGM,15.01,-1.82,5.477,2.7405512
0,NC,33.66,-1.49,5.66,5.9469967
0,CSL,114.94,-6.02,7.94,14.47607
0,NBTB,31.81,-1.32,2.31,13.770563
0,RDNT,13.37,-0.75,0.29,46.10345
0,TECD,140.1,-0.54,10.27,13.641675
0,CY,23.82,0.0,0.11,216.54546
0,OPY,21.14,0.56,3.82,5.5340314
0,AMAG,7.78,-0.25,-13.71,
0,ASTE,38.37,-1.74,0.98,39.15306
0,WERN,40.98,0.86,2.202,18.610355
0,REFR,2.82,-0.19,-0.127,
0,SKYW,27.22,-3.73,6.62,4.1117826
0,HOG,20.39,-1.44,2.33,8.751073
0,TOL,23.85,-0.17,3.705,6.4372473
0,VIVO,11.86,-0.14,0.448,26.473213
0,M,5.36,-0.5,1.81,2.9613261
0,AMWD,50.53,-0.88,4.953,10.201898
0,TWMC,4.37,-0.29,-57.587,
0,WTS,82.02,-0.38,3.85,21.303896
0,ADBE,343.84,-9.8,6.599,52.104862
0,CLFD,12.82,-0.21,0.329,38.966564
0,NKSH,28.81,-1.17,2.611,11.034086
0,OXY,15.24,-1.36,-1.219,
0,VSAT,40.52,-1.88,0.004,10130.0
0,LAKE,13.86,0.24,0.41,33.80488
0,PTSI,36.9,-1.28,-0.305,
0,FISV,100.25,-2.81,1.71,58.62573
0,OMEX,4.37,-0.06,-1.117,
0,FCNCA,364.02,-17.98,37.058,9.82298
0,UNT,0.3049,-0.0331,-10.48,
0,DWSN,1.34,0.07,-0.66,
0,TGE,22.39,0.81,1.416,15.812146
0,MRTN,23.53,1.11,1.11,21.198198
0,HTLD,19.9,0.31,0.84,23.690477
0,MHO,23.98,-1.48,4.927,4.8670588
0,CRMT,63.56,-2.39,8.104,7.8430405
0,ODP,2.0,-0.22,0.18,11.111111
0,DGICA,14.46,0.14,0.964,15.0
0,WBS,27.12,-1.13,3.393,7.992927
0,PPC,20.7,-1.3,1.76,11.761364
0,BMTC,27.98,-1.135,1.849,15.132504
0,QCOM,75.64,-3.03,3.406,22.207869
0,CERN,66.71,-2.68,1.606,41.537983
0,PRK,77.9,-2.08,6.033,12.912316
0,CVLY,13.32,-0.73,1.173,11.355498
0,PMD,5.75,-0.25,0.28,20.535715
0,VOXX,4.45,-0.29,-1.687,
0,JACK,59.62,-0.68,2.676,22.27952
0,EMKR,2.61,-0.12,-1.127,
0,NAV,23.1,-0.67,1.75,13.2
0,TAST,3.44,-0.21,-0.74,
0,EEI,6.48,0.21,0.815,7.95092
0,PLAB,11.35,-0.6,0.52,21.826925
0,CZNC,17.94,0.06,1.459,12.296094
0,CMS,55.95,-1.14,2.491,22.46086
0,KOOL,4.98,0.3,1.66,3.0
0,BIOL,0.4158,-0.0177,-0.77,
0,FBNC,25.27,-1.32,2.968,8.514152
0,KALU,67.24,-4.99,3.912,17.188139
0,ICCC,4.51,-0.02,-0.19,
0,SMMF,17.07,-0.59,2.312,7.383218
0,NBN,16.1,-0.65,1.188,13.552189
0,MTN,167.91,-3.09,7.38,22.752033
0,SAFM,135.51,-0.63,1.454,93.198074
0,CNBKA,70.84,-3.85,7.175,9.87317
0,CCC,22.59,-0.39,-0.77,
0,DXLG,0.35,-0.0377,-0.16,
0,CDNS,75.84,-5.29,3.542,21.41163
0,CBS,0.0,0.0,7.71,0.0
0,NWL,12.28,-1.6,0.252,48.730156
0,FICO,336.61,-16.33,7.681,43.82372
0,EBIX,19.09,-1.84,3.16,6.041139
0,MBI,8.03,-0.11,-4.431,
0,LWAY,2.6,-0.05,0.029,89.655174
0,ABMD,183.49,-7.76,4.43,41.41987
0,FAST,35.7,-0.52,1.39,25.683455
0,CELG,51.54,1.54,0.94,54.82979
0,TDC,23.6,-0.99,-0.18,
0,CNMD,64.91,-9.0,1.126,57.646538
0,AIQ,17.34,-0.46,,
