,symbol,price,change,eps,pe
0,BGG,2.2,-0.07,-1.439,
0,BMY,60.26,-0.55,2.01,29.980099
0,CAL,7.32,-0.79,1.529,4.7874427
0,BC,44.16,-3.56,-0.308,
0,MTZ,37.13,1.23,5.082,7.306179
0,CBT,31.84,-2.05,2.172,14.659301
0,CACI,251.41,1.27,10.903,23.058792
0,LUB,0.8055,-0.0345,-0.541,
0,CALM,42.45,0.94,-1.275,
0,CPB,50.41,0.43,4.791,10.5218115
0,STZ,161.57,-3.12,-0.062,
0,CRS,21.42,-0.75,3.459,6.192541
0,CAT,110.88,-5.5,9.464,11.715977
0,CATO,11.38,0.12,1.458,7.805213
0,SNV,19.83,-1.18,2.978,6.6588316
0,GCO,18.01,-0.92,3.916,4.599081
0,CTL,10.17,-0.45,-4.92,
0,MGLN,68.0,7.27,2.28,29.824562
0,CMD,33.16,-3.84,0.488,67.95082
0,CHE,427.28,10.71,13.99,30.541817
0,JPM,93.25,-2.51,8.898,10.479883
0,CPK,86.68,-1.2,3.964,21.866802
0,CVR,20.26,-1.25,0.557,36.373432
0,CHDN,93.8,-6.42,2.523,37.177963
0,CINF,60.95,-4.85,0.466,130.79399
0,FTR,0.26,0.0258,-56.801,
0,CSS,9.4,0.0,-3.039,
0,CLX,192.71,6.27,6.353,30.3337
0,CNA,29.08,-2.5,3.67,7.9237056
0,KO,45.6,-0.29,2.32,19.655172
0,COHR,123.25,-4.62,1.001,123.12687
0,COHU,15.2,-1.33,-1.697,
0,CL,68.53,-1.74,2.75,24.92
0,CBSH,58.22,-2.97,3.217,18.097607
0,CMC,15.97,0.03,2.605,6.1305184
0,JCS,5.37,-0.32,0.698,7.6934094
0,CTG,3.96,-0.24,0.32,12.375
0,CRK,7.46,-0.2,0.515,14.485437
0,CMTL,18.21,-0.3,0.958,19.00835
0,CAG,33.28,-0.16,1.575,21.130157
0,CTO,40.63,-1.4,19.887,2.0430434
0,CIA,5.59,0.03,-0.027,
0,CUO,10.2,-0.48,-8.123,
0,CTB,20.75,-0.44,1.91,10.863874
0,TAP,38.92,-2.09,-0.13,
0,GLW,20.66,-1.35,0.347,59.538902
0,CR,51.44,-3.01,1.879,27.376265
0,CRWS,4.8,-0.17,0.626,7.6677322
0,CTS,22.39,-0.77,0.87,25.735632
0,CUB,37.92,-0.29,1.139,33.29236
0,CMI,157.43,-6.07,13.682,11.506358
0,DXR,14.55,-1.2826,-0.132,
0,TGT,108.23,-1.51,6.363,17.009274
0,DLX,27.24,-0.93,-4.65,
0,CMA,32.83,-2.03,5.374,6.1090436
0,DBD,4.37,-0.56,-4.45,
0,DDS,28.36,-1.12,4.379,6.476364
0,DIOD,47.18,-3.71,2.96,15.939189
0,DXYN,0.71,-0.07,0.928,0.76508623
0,DCI,42.59,-1.24,2.03,20.980295
0,RRD,1.62,-0.09,-1.368,
0,DOV,91.47,-2.18,5.1,17.935295
0,OMC,55.89,-1.14,6.09,9.17734
0,DCO,26.0,-2.24,2.78,9.352518
0,DD,45.07,-1.95,0.666,67.67267
0,FLS,26.55,-1.62,1.93,13.756476
0,WEN,19.46,-0.4,0.58,33.551723
0,EML,18.84,0.84,2.12,8.886793
0,ECL,190.0,-3.5,5.29,35.916824
0,EDUC,4.98,-0.02,0.672,7.4107146
0,PKI,89.09,-1.44,2.038,43.71442
0,EMR,53.79,-3.24,3.506,15.342271
0,MSN,0.73,-0.02,-0.16,
0,EBF,18.1,-0.51,1.47,12.312925
0,EFX,137.89,-1.01,2.224,62.0009
0,EQT,14.37,-0.22,-4.79,
0,ESCA,7.8,-0.75,0.621,12.560387
0,ESP,18.745,-0.2653,0.989,18.95349
0,KINS,4.6,-0.3,-0.554,
0,BOOM,24.51,-1.3,1.544,15.874352
0,XOM,43.14,-3.33,2.665,16.187616
0,FARM,9.19,-0.05,-2.851,
0,SRCE,33.79,-0.94,3.35,10.086568
0,FOE,8.96,-1.01,0.072,124.44445
0,FITB,17.77,-0.92,2.287,7.7700047
0,FFIN,27.56,-0.29,1.188,23.198654
0,USB,34.94,-1.56,3.883,8.998198
0,TRMK,25.62,-0.99,2.166,11.828256
0,MTB,107.2,-4.88,12.366,8.668931
0,MFNC,9.59,-0.73,1.269,7.5571313
0,FHN,8.69,-0.39,1.111,7.821782
0,FLXS,8.91,-0.69,-2.646,
0,FMC,89.92,-1.98,3.62,24.839779
0,FNB,7.72,-0.37,1.022,7.5538163
0,F,4.92,-0.17,-0.781,
0,FORD,1.08,-0.02,-0.331,
0,FELE,48.87,-1.93,2.074,23.563164
0,BEN,18.03,-0.81,1.956,9.217792
0,FEIM,9.93,-0.12,-1.041,
0,FRD,4.26,0.0,-0.485,
0,CFR,68.22,-3.64,5.822,11.717623
0,IBCP,14.98,0.29,1.825,8.208219
0,FUL,35.57,-1.22,2.465,14.43002
0,TGNA,10.54,-0.18,1.31,8.045802
0,GCI,1.1,-0.03,-1.771,
0,GPS,7.83,-0.29,0.93,8.419354
0,GATX,57.56,-1.74,5.81,9.907057
0,GD,127.8,-2.82,11.852,10.78299
0,GE,6.5,-0.3,-0.325,
0,JOB,0.297,0.0086,-1.445,
0,GIS,59.58,-0.31,3.478,17.130535
0,AJRD,40.95,-0.19,1.591,25.738531
0,GPC,75.19,-4.09,4.24,17.733492
0,GLT,14.36,-0.24,-0.488,
0,GV,3.38,-0.07,0.274,12.335768
0,GT,6.63,-0.54,-3.724,
0,GRC,28.48,-1.02,1.305,21.823755
0,GGG,44.78,0.12,1.91,23.445026
0,GTN,11.1,-0.51,1.27,8.740158
0,GEF,33.28,-0.61,3.592,9.265033
0,HAL,9.76,-0.74,-2.625,
0,HSC,8.59,-1.39,6.196,1.3863783
0,HHS,2.1066,0.0466,-4.26,
0,HAS,68.73,-3.48,3.233,21.258894
0,AMOT,28.42,-0.4,1.8,15.788889
0,BOH,64.48,-3.7,5.004,12.885692
0,HWKN,35.4,-2.03,2.568,13.785047
0,HEI,83.15,-4.45,2.7,30.796297
0,HP,16.81,-2.96,-4.664,
0,HSY,132.54,0.11,5.3,25.007545
0,HPQ,14.71,-0.8,2.022,7.274975
0,HRC,102.25,-10.24,2.22,46.05856
0,HFC,30.32,-2.72,4.61,6.5770063
0,HNI,23.21,-1.13,1.988,11.67505
0,HRL,46.6,-0.25,1.81,25.745857
0,HUBB,122.08,-2.35,7.36,16.586956
0,HUM,372.24,-9.58,19.525,19.064789
0,HBAN,8.57,-0.67,0.984,8.709349
0,IDSY,23.7493,0.4193,,
0,IEC,7.28,-0.01,0.46,15.826087
0,DIN,39.18,-5.21,5.424,7.2234516
0,ITW,159.45,-3.05,7.74,20.600775
0,IMKTA,37.61,-3.22,3.806,9.881765
0,GFF,15.35,-1.06,0.938,16.364605
0,INTC,57.47,-2.51,5.158,11.141915
0,IBM,121.87,-3.69,10.096,12.071118
0,IFF,126.63,-4.4,4.0,31.6575
0,IP,33.91,-0.34,1.665,20.366367
0,ISCA,44.99,,,
0,IPG,16.43,-0.55,1.702,9.653349
0,AXE,92.96,0.1,7.55,12.312582
0,JEC,85.84,0.82,6.091,14.092923
0,MAYS,21.09,0.0,0.68,31.014706
0,KAMN,37.08,-1.68,7.47,4.9638557
0,KSU,128.36,-2.19,5.962,21.529688
0,K,64.86,-0.64,2.991,21.685057
0,KMT,23.52,-2.09,1.567,15.009572
0,KEQU,10.4,-0.1,-1.781,
0,KBAL,11.98,-0.29,1.12,10.696428
0,KMB,136.78,-1.7,6.85,19.967884
0,KEX,49.55,-3.87,2.37,20.907173
0,KFY,28.02,-0.81,2.796,10.02146
0,PNRG,60.13,-2.35,4.564,13.174847
0,KR,31.96,0.35,2.04,15.666667
0,KLIC,21.74,-2.23,0.511,42.544033
0,LZB,22.46,-0.99,1.617,13.889919
0,LANC,135.04,0.41,5.369,25.151796
0,LCI,9.38,-0.16,-0.105,
0,LEE,0.8742,-0.0421,0.161,5.429814
0,LEG,33.75,-1.38,2.47,13.663967
0,VHI,0.855,-0.0257,0.14,6.107143
0,VGR,10.48,-0.22,0.626,16.741213
0,LLY,153.63,-1.01,6.036,25.452288
0,LNC,32.48,-2.99,4.38,7.415525
0,L,31.62,-3.04,3.07,10.299675
0,LPX,19.51,-0.49,-0.041,
0,LOW,104.46,-0.29,5.49,19.027323
0,LXU,1.99,0.0,-3.44,
0,LDL,11.42,0.22,-4.083,
0,LGL,9.39,-0.4704,1.41,6.659575
0,MTW,8.6,-0.62,1.31,6.564886
0,MCS,13.85,-0.69,1.349,10.266865
0,MMC,97.1,-0.23,3.489,27.830322
0,MAS,40.04,-1.0,4.738,8.450824
0,MAT,8.295,-0.425,-0.62,
0,MATW,23.13,-0.6,-1.654,
0,MLP,10.49,0.04,-0.538,
0,MKC,154.42,-2.42,5.209,29.644844
0,MCD,182.66,-4.9,7.64,23.908379
0,SPGI,286.06,-6.82,9.571,29.888203
0,GENC,11.82,-0.3,0.84,14.071428
0,CVS,59.7,-1.85,5.08,11.751968
0,MCY,39.68,-1.28,5.78,6.8650517
0,MDP,13.02,-1.81,-0.568,
0,EVI,18.07,-0.2,0.19,95.10526
0,SIEB,5.49,-0.21,0.133,41.278194
0,MVIS,0.4443,0.0944,-0.238,
0,ETR,93.57,-1.94,6.3,14.852381
0,MSEX,60.01,-0.29,2.011,29.840876
0,MLHR,21.54,-1.0,3.561,6.048863
0,MXC,2.27,-0.1598,-0.07,
0,MSA,105.35,-7.18,3.999,26.344086
0,MMM,148.6,-3.32,8.523,17.435177
0,ALE,55.65,-1.91,3.59,15.501393
0,DY,30.83,-1.77,1.8,17.127779
0,MOD,4.23,-0.4,0.211,20.047394
0,MDU,21.12,-1.34,1.689,12.504441
0,MSI,138.83,-4.98,4.95,28.046467
0,MTSC,19.49,-1.78,1.941,10.041216
0,INTG,29.97,-0.98,0.868,34.52765
0,MYE,11.79,-0.57,0.683,17.26208
0,NSSC,19.3,-0.74,0.793,24.337957
0,NATH,57.4,1.13,3.017,19.025522
0,FIZZ,50.07,-0.16,2.56,19.558594
0,NFG,40.4,-0.6,1.053,38.366573
0,THC,17.49,-2.69,-2.244,
0,GPX,7.39,-0.57,0.9,8.211111
0,BAC,23.08,-0.97,2.46,9.382113
0,NCR,18.02,-2.5,3.263,5.5225253
0,NYT,32.45,-0.07,0.83,39.096386
0,NR,1.23,-0.3,-0.144,
0,NL,2.86,-0.49,0.53,5.3962264
0,NBL,8.78,-1.03,-3.163,
0,NDSN,157.85,-3.06,5.849,26.98752
0,JWN,17.66,-1.12,3.18,5.553459
0,MOV,9.88,-0.43,1.83,5.398907
0,ES,79.87,-0.83,2.81,28.423489
0,XEL,62.18,-1.38,2.64,23.55303
0,WFC,27.59,-1.46,2.89,9.546713
0,NWN,62.19,-2.91,2.07,30.043478
0,NWE,56.07,-1.62,3.54,15.838984
0,NTRS,75.47,-3.69,6.703,11.259138
0,NUE,41.0,-0.19,2.573,15.934707
0,OII,4.16,-0.98,-3.524,
0,ODC,37.52,0.13,2.338,16.047903
0,ORI,15.29,-0.66,0.131,116.71756
0,OLN,12.25,-1.1,-0.831,
0,OMI,7.36,0.28,-1.03,
0,OXM,41.07,-0.85,4.05,10.14074
0,PFIN,4.57,-0.03,1.51,3.0264902
0,PCAR,68.29,-0.94,6.09,11.213465
0,PKG,94.75,-1.9,6.86,13.811954
0,PKE,13.31,0.0,5.43,2.4511971
0,PKOH,16.7,-1.63,3.12,5.3525643
0,PKD,14.66,-0.34,-10.216,
0,PH,153.08,-5.04,10.206,14.99902
0,PATK,38.39,-2.83,3.86,9.945596
0,PEP,130.14,-2.15,5.164,25.201393
0,TPC,6.6,-0.4,-7.72,
0,PDCE,11.28,-1.71,-0.89,
0,PFE,37.64,-0.72,2.799,13.4476595
0,WTR,51.94,-0.4,1.04,49.942307
0,PVH,44.67,-4.56,5.6,7.9767857
0,AGYS,18.06,-1.53,-0.46,
0,PBI,3.44,-0.09,1.097,3.135825
0,BCO,48.71,-2.41,0.564,86.36524
0,BRO,35.06,-0.85,1.54,22.766235
0,PPG,88.0,-2.83,4.931,17.846277
0,PLPC,52.82,3.14,4.58,11.532751
0,NPK,80.5,-0.81,6.008,13.398802
0,POWL,24.02,-1.35,1.316,18.25228
0,PG,116.82,-1.05,1.856,62.94181
0,PGR,76.18,-1.12,6.06,12.570957
0,PNC,102.97,-3.7,10.754,9.575042
0,KWR,145.46,-6.66,2.08,69.9327
0,RAND,2.5,-0.08,-0.304,
0,USLM,78.02,-2.08,4.709,16.568272
0,RAVN,20.9,-1.37,0.97,21.54639
0,RBC,69.27,-1.74,5.66,12.238516
0,RAD,13.62,-0.71,-8.5,
0,RLI,71.25,-1.58,1.432,49.755585
0,ROG,108.35,-2.69,1.721,62.957584
0,ROL,40.0,0.0,0.61,65.57377
0,RGLD,125.86,3.33,2.54,49.55118
0,R,34.94,-0.46,-3.439,
0,SFE,6.96,-0.13,0.817,8.518972
0,SEB,2966.49,-44.61,105.591,28.094154
0,IIN,13.0,-0.2,-0.432,
0,SMTC,42.68,-2.56,0.47,90.80851
0,SENEA,37.67,1.69,2.378,15.841042
0,SCI,35.72,-1.02,2.01,17.771145
0,SVT,6.72,-0.1845,0.88,7.6363635
0,MLI,25.4,-0.5,2.08,12.211538
0,SHW,526.44,-9.93,17.34,30.359861
0,SIF,2.4,-0.0387,-1.359,
0,SFNC,17.82,-0.88,2.574,6.923077
0,SKY,19.47,-0.24,1.082,17.994453
0,AOS,41.65,-0.73,2.22,18.761261
0,SNA,124.05,-6.24,11.745,10.561941
0,SON,48.77,-0.07,2.95,16.532204
0,SJI,26.66,-1.93,0.835,31.928144
0,SO,54.41,-2.32,3.33,16.33934
0,BBT,16.395,-0.2125,,
0,LUV,29.23,-2.02,3.439,8.499564
0,SMP,39.13,-1.56,2.387,16.392962
0,CVX,89.44,-2.56,2.055,43.523113
0,SWK,106.5,-3.7,6.093,17.479074
0,SCX,3.3,0.1336,0.593,5.5649242
0,STT,59.08,-3.96,5.819,10.152948
0,BH,67.0,-2.99,131.637,0.50897545
0,SCL,93.67,-1.73,4.53,20.677702
0,STC,30.74,-1.12,3.812,8.064009
0,RGR,51.49,-1.71,1.82,28.291208
0,SUP,1.28,-0.13,-5.1,
0,SGC,8.62,-0.1,0.85,10.141176
0,SYNL,8.61,-0.23,-0.34,
0,SYY,52.76,-3.51,3.494,15.100171
0,TAYD,10.7,-0.05,0.869,12.313003
0,SSY,0.8,0.0,-0.214,
0,TRC,13.24,-0.46,0.4,33.1
0,TFX,329.37,-6.03,11.704,28.141659
0,TNC,58.43,-0.74,2.48,23.560484
0,TER,57.85,-4.69,2.95,19.610168
0,TEX,13.72,-1.47,1.351,10.155441
0,TXN,109.71,-5.46,5.218,21.025297
0,TMO,329.81,-4.87,9.122,36.15545
0,TDW,5.24,-0.52,-3.71,
0,TIF,127.06,0.56,4.45,28.552809
0,TSRI,3.4,0.0,-1.094,
0,TKR,35.93,-1.65,4.71,7.62845
0,TR,34.55,-0.58,0.963,35.877464
0,TRNS,28.89,0.8,1.1,26.263636
0,TRN,18.72,-0.57,2.128,8.796992
0,TWIN,6.2,0.19,-0.709,
0,TSN,60.01,-2.18,5.54,10.8321295
0,UAL,26.62,-2.96,3.971,6.7036014
0,AGX,36.7,-0.84,-2.733,
0,UNAM,4.0,0.0,-0.59,
0,UFI,11.54,1.19,-1.951,
0,UNP,156.64,-3.15,8.604,18.205486
0,UFCS,27.26,-1.34,0.58,47.0
0,UG,14.01,-0.54,1.036,13.523166
0,UMBF,48.815,-2.025,3.719,13.125839
0,USEG,3.27,0.05,-0.69,
0,MRO,5.5,-0.62,0.59,9.322034
0,UTX,86.01,-5.36,6.41,13.4180975
0,UEIC,39.9,-1.38,0.26,153.46155
0,UVV,45.89,-2.48,3.472,13.217166
0,UUU,0.6169,-0.0331,-1.121,
0,UVSP,17.14,-0.56,1.721,9.959326
0,VMI,113.41,-3.83,7.411,15.302929
0,VAL,0.4216,-0.0339,-15.431,
0,VSEC,20.0,0.78,3.047,6.563833
0,VECO,10.51,-0.42,-1.66,
0,VFC,55.43,-2.67,3.224,17.192928
0,VLGEA,23.75,-0.28,1.128,21.054964
0,VSH,15.99,-0.6,1.13,14.150442
0,WMT,122.92,1.37,5.19,23.684008
0,GHC,366.62,-23.39,61.21,5.9895444
0,AVA,40.9,-2.14,2.97,13.771044
0,WSO,159.53,-1.46,6.336,25.178347
0,WDFC,168.9,-5.38,3.85,43.87013
0,WMK,50.39,0.36,2.527,19.940641
0,EME,59.63,-3.9,5.821,10.243944
0,GBR,0.9099,-0.1351,-0.458,
0,WST,191.64,2.38,3.47,55.227665
0,WDC,40.48,-5.6,-2.008,
0,WEYS,18.72,-0.31,2.1,8.914286
0,WHR,112.19,0.45,13.545,8.282762
0,WMB,18.55,-0.82,0.698,26.57593
0,WGO,41.27,-3.1,3.064,13.469322
0,WWD,58.51,-2.05,4.078,14.347719
0,WRLD,59.02,-8.83,5.369,10.992736
0,WOR,25.46,-0.98,1.774,14.351747
0,XRX,17.03,-1.26,5.338,3.1903336
0,YORW,40.57,0.25,1.11,36.54955
0,TJX,48.25,-0.8,2.67,18.071161
0,ZION,30.9,-0.71,3.204,9.644195
0,AIT,51.44,-0.95,0.876,58.721462
0,WWW,20.04,-0.45,1.176,17.040817
0,RPM,64.08,-2.33,2.514,25.489262
0,JNJ,148.29,-1.75,6.408,23.141384
0,VAR,111.37,-3.01,3.019,36.889698
0,WSBC,23.675,-1.005,2.392,9.897575
0,CDE,3.9,-0.31,-1.47,
0,HVT,12.98,-0.55,1.08,12.0185175
0,ITT,50.36,-2.36,3.832,13.141962
0,TXT,26.22,-0.14,2.968,8.834231
0,CVA,7.21,-0.57,0.07,103.0
0,SIGI,47.48,-2.65,4.53,10.4812355
0,NATR,8.29,-0.51,0.34,24.382353
0,CTWS,21.96,-0.04,1.9,11.557895
0,PCYO,9.84,-0.43,0.43,22.88372
0,GWW,267.66,-7.92,14.019,19.09266
0,FSS,26.08,-0.85,1.85,14.097297
0,CSX,65.0,-1.23,4.152,15.655107
0,PIR,3.56,-0.22,-75.314,
0,SXT,47.15,-0.64,1.65,28.575758
0,MRK,77.67,-1.67,3.945,19.688213
0,SXI,48.51,-1.33,5.082,9.545455
0,SYK,180.62,-5.81,5.69,31.743408
0,WABC,61.39,-1.2,2.877,21.338198
0,HAE,111.23,-2.55,1.533,72.55708
0,DHR,160.77,-2.69,4.054,39.65713
0,CHD,71.22,1.23,2.659,26.784506
0,MUX,0.9611,-0.0018,-0.17,
0,BUSE,17.75,-0.67,1.672,10.616029
0,PHX,4.0,-0.33,-3.101,
0,DE,138.19,-6.87,10.257,13.472751
0,RHI,44.38,-2.89,3.763,11.793782
0,HURC,30.68,-2.01,1.453,21.114935
0,IBOC,28.11,-0.88,3.12,9.009616
0,SGB,18.95,0.2235,2.08,9.110578
0,RRC,6.06,0.23,-6.922,
0,ENZ,2.88,-0.14,0.03,96.00001
0,SCHW,36.45,-1.27,2.56,14.238282
0,COKE,232.14,-3.33,1.21,191.85123
0,AMGN,230.98,-8.24,12.773,18.083458
0,PEBO,23.64,-0.33,1.863,12.68921
0,SNFCA,5.38,-0.44,0.6,8.966666
0,TISI,5.41,-0.76,-1.07,
0,KEG,0.266,-0.001,-4.433,
0,KLAC,150.27,-13.82,7.128,21.081652
0,CLBS,1.79,-0.35,-1.875,
0,NKE,85.54,-1.64,2.709,31.576227
0,AAPL,289.07,-4.73,12.728,22.711346
0,INS,31.72,-1.82,1.22,25.999998
0,AN,35.86,-1.38,4.971,7.21384
0,OBCI,6.63,-0.61,0.37,17.918919
0,EV,34.21,-2.49,3.662,9.341889
0,CTBI,33.12,-0.78,3.168,10.454545
0,ITI,3.76,-0.23,-0.222,
0,SEIC,49.78,-1.18,3.232,15.402226
0,ABCB,23.7,-1.73,2.195,10.797267
0,ELSE,3.06,-0.14,0.055,55.636364
0,DAIO,3.06,0.18,-0.215,
0,LNT,47.25,-1.3,2.33,20.27897
0,FSTR,13.83,-0.56,4.0,3.4575
0,UHS,99.15,-6.54,8.201,12.089989
0,CKX,8.1601,-0.3399,0.129,63.25659
0,TLGT,0.52,-0.01,-0.47,
0,AEGN,14.72,-1.33,-0.591,
0,AIRT,11.6,-0.41,3.406,3.4057548
0,QDEL,139.24,0.24,1.734,80.29989
0,AJG,77.51,-0.99,3.563,21.75414
0,CVBF,20.01,-0.775,1.38,14.5
0,HE,38.1,-1.37,1.99,19.145727
0,FLIR,42.84,-0.56,1.26,34.0
0,HD,218.57,-1.26,10.25,21.323904
0,SHEN,45.65,-7.86,1.09,41.880733
0,FONR,19.26,-0.24,2.132,9.0337715
0,GNTX,23.88,-0.36,1.618,14.758961
0,RELL,3.96,-0.04,-0.537,
0,CSPI,9.76,-0.73,-0.243,
0,EMCI,9.89,-0.01,,
0,TCBK,29.03,-1.09,2.791,10.401291
0,NJR,33.41,-0.37,1.909,17.501308
0,OSBC,7.91,-0.32,1.029,7.687074
0,HOV,11.7,-0.92,-5.621,
0,TRST,6.18,-0.12,0.584,10.582191
0,FULT,11.18,-0.51,1.182,9.458545
0,RCMT,1.38,-0.07,0.31,4.451613
0,MYRG,27.82,-2.18,2.41,11.543568
0,CI,187.09,-8.69,13.028,14.360608
0,ATRI,633.91,2.08,19.73,32.129246
0,CPF,16.78,-0.71,1.771,9.474874
0,DGSE,1.4,0.01,0.089,15.730336
0,BXS,21.11,-0.78,1.982,10.650858
0,IHC,27.76,0.1,0.83,33.445786
0,LB,12.0,0.11,-1.33,
0,FMBI,13.49,-1.29,1.558,8.658537
0,BOCH,7.7,0.01,0.751,10.2529955
0,EAT,21.88,-1.4,3.16,6.9240503
0,LAWS,32.68,-0.93,1.666,19.615847
0,LM,49.86,0.03,2.79,17.870968
0,NANO,2.1,-0.05,0.27,7.777777
0,SBSI,29.97,-0.44,2.2,13.622726
0,HBNC,10.85,-0.53,1.497,7.2478294
0,UTMD,81.73,-1.27,3.943,20.727873
0,UNB,22.0,-2.03,2.383,9.23206
0,ONB,13.505,-0.665,1.194,11.31072
0,DRAD,3.15,-0.16,-2.56,
0,LRCX,235.02,-20.26,13.894,16.915215
0,ASRV,2.9,-0.265,0.32,9.062501
0,UCFC,10.93,-0.3,0.811,13.477189
0,CASS,37.99,-2.12,2.039,18.631683
0,PAR,18.1,-0.81,-0.96,
0,FFBC,14.85,-0.53,1.821,8.1548605
0,NEOG,61.02,-1.57,1.12,54.482143
0,COO,280.31,-6.39,9.082,30.864347
0,CBAN,11.69,-0.91,0.955,12.240837
0,ACCO,7.11,-0.29,1.06,6.7075477
0,EA,113.27,-0.99,9.498,11.925668
0,FRME,27.14,-1.17,3.022,8.980807
0,FCF,8.8,-0.72,0.87,10.114943
0,CNOB,14.29,-0.65,1.844,7.749458
0,AMSWA,15.91,-0.57,0.25,63.64
0,DNBF,1.01,0.0,-0.116,
0,SORL,4.63,-0.01,1.14,4.0614038
0,VLY,7.915,-0.445,0.757,10.455746
0,GABC,29.07,-0.66,2.29,12.694324
0,THFF,33.92,-1.6,3.883,8.735514
0,RNST,25.03,-1.2,2.161,11.582601
0,TILE,9.02,-0.22,1.34,6.7313433
0,D,75.61,-1.52,1.623,46.586567
0,YRCW,1.61,-0.11,-3.13,
0,CBB,14.74,0.09,-1.53,
0,GHM,12.1,-1.0,-0.33,
0,PWOD,22.01,-0.89,2.071,10.627716
0,RGS,11.18,-1.24,-1.146,
0,MUR,10.37,-1.49,7.011,1.4791042
0,AROW,27.69,-0.81,2.46,11.256098
0,HXL,31.79,-2.8,3.235,9.826894
0,VALU,28.1,-2.88,1.568,17.92092
0,FUSB,6.83,-0.59,0.67,10.19403
0,UNF,165.94,-2.21,9.212,18.013462
0,RAVE,0.8185,-0.0265,-0.056,
0,ATVI,64.72,0.99,1.95,33.189743
0,STAA,36.77,-1.55,0.3,122.566666
0,ISRL,8.09,0.26,-0.269,
0,STBA,25.57,-1.14,2.464,10.377435
0,HL,2.7,0.07,-0.204,
0,KTCC,4.4,-0.23,0.38,11.578948
0,SIVB,184.86,-8.31,18.844,9.8100195
0,WSM,60.25,-1.59,4.49,13.418709
0,RJF,63.18,-2.74,6.754,9.354456
0,BASI,4.71,-0.03,-0.203,
0,ASYS,5.1,0.14,-0.335,
0,SF,42.19,-2.09,5.348,7.8889303
0,ITIC,129.3,-4.6,16.59,7.793852
0,DYNT,0.8088,-0.0212,-0.201,
0,CAH,47.42,-2.06,-14.23,
0,TSS,,,,
0,LKFN,40.43,-1.9,3.21,12.595016
0,NSYS,3.745,-0.035,-0.461,
0,IMMU,30.38,0.0,-1.845,
0,MU,45.06,-2.83,2.02,22.306932
0,CBU,60.23,-2.26,3.19,18.880877
0,CTAS,211.81,-10.02,8.814,24.031086
0,PAYX,66.6,-1.92,3.07,21.693811
0,CAR,13.9,-2.58,3.98,3.4924622
0,MLAB,230.77,-7.23,1.031,223.83124
0,FRED,,,,
0,TPHS,1.42,-0.06,-0.068,
0,NVEC,55.01,-1.76,2.89,19.034601
0,CVM,16.36,-1.24,-0.876,
0,CCBG,21.12,-0.92,1.7,12.42353
0,CHCO,64.71,-2.88,5.897,10.973376
0,CASY,149.75,-1.66,6.113,24.496975
0,AXDX,10.32,-0.59,-1.547,
0,CDZI,10.62,-0.05,-1.112,
0,ISR,0.6393,-0.0262,-0.059,
0,JBHT,100.865,-0.255,4.663,21.630924
0,UBSI,29.11,-0.85,2.327,12.50967
0,CAMP,6.45,-0.27,-0.367,
0,THO,62.94,-3.26,3.704,16.992441
0,RGEN,112.91,-3.24,0.44,256.61365
0,SBCF,21.55,-0.92,1.468,14.679835
0,HCSG,25.72,0.23,1.016,25.314959
0,UBCP,9.87,-0.38,1.186,8.322091
0,UNH,284.51,-7.96,14.29,19.909727
0,ATO,100.1,-1.87,4.46,22.443945
0,TRT,2.5628,-0.1472,0.493,5.198377
0,VZ,56.83,-0.62,4.43,12.828444
0,T,29.9,-0.57,1.962,15.239552
0,CLR,14.21,-2.18,2.08,6.831731
0,TCI,19.3,0.43,-3.09,
0,CCNE,17.38,-0.36,2.579,6.7390456
0,WASH,33.67,-1.34,3.64,9.249999
0,TTC,62.52,-1.29,2.63,23.771862
0,FLIC,15.08,-0.71,1.622,9.297164
0,RFIL,5.35,-0.22,0.292,18.321918
0,OPOF,15.18,-0.93,1.36,11.161765
0,AMNB,25.43,-1.32,2.1,12.109525
0,IVC,7.14,-0.38,-1.59,
0,ECOL,32.29,-0.49,1.4,23.064287
0,RES,3.04,-0.37,-0.412,
0,SPAR,13.32,-0.77,-0.36,
0,MXIM,52.06,-2.92,2.984,17.44638
0,BHB,18.64,0.26,1.48,12.594594
0,XLNX,82.99,-4.41,3.11,26.684887
0,REX,55.91,-3.57,1.176,47.54252
0,CLDX,2.26,-0.19,-3.507,
0,AMS,1.75,-0.02,0.11,15.909091
0,JOE,17.65,-0.65,0.389,45.37275
0,ROST,88.96,-2.4,4.6,19.33913
0,MSL,29.9,-0.96,,
0,EXPD,71.36,-0.245,3.39,21.050146
0,BRC,42.79,-0.75,2.638,16.220621
0,UIS,11.87,-0.72,17.314,0.6855724
0,NTN,1.15,0.0337,-0.718,
0,CLSN,1.23,-0.09,-0.772,
0,ICAD,11.35,-0.07,-0.74,
0,SGMS,11.17,-1.44,-1.4,
0,STI,70.13,0.87,5.459,12.846675
0,AUBN,43.5,0.32,2.72,15.992647
0,CAC,32.62,-0.13,3.671,8.885861
0,VIRC,2.25,-0.13,0.15,14.999999
0,VICR,51.62,-1.55,0.2,258.09998
0,MGRC,53.09,-1.46,3.988,13.312438
0,NEE,227.05,-4.07,7.195,31.556637
0,GROW,1.77,0.11,-0.238,
0,UTL,48.78,-1.53,2.206,22.11242
0,QBAK,1.75,0.0,-0.004,
0,BANF,37.54,-0.97,3.77,9.95756
